[Line 1] heheh enjoy my tyler...
[Line 3] [Output:5553]: [PART] Workspace.Camera.WindPart | Size: 600, 150, 2
[Line 28327] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Sharks.Kraken Tentacle.Hitbox.Hitbox.1 | Size: 23.14000129699707, 64.79000091552734, 23.14000129699707
[Line 28328] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Sharks.Kraken Tentacle.Hitbox.Hitbox.3 | Size: 19.98000144958496, 60.07000732421875, 19.98000144958496
[Line 28329] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Sharks.Kraken Tentacle.Hitbox.Hitbox.5 | Size: 12.830000877380371, 62.3700065612793, 12.830000877380371
[Line 28330] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Sharks.Omen Tentacle | Size: 144.36080932617188, 2013.8214111328125, 136.13507080078125
[Line 28331] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Sharks.Omen Tentacle.Hitbox.Hitbox.1 | Size: 146.90989685058594, 411.3349914550781, 146.90989685058594
[Line 28332] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Sharks.Omen Tentacle.Hitbox.Hitbox.5 | Size: 81.4543685913086, 395.9710693359375, 81.4543685913086
[Line 28349] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.CharacterCreation.AccBase | Size: 0.05000000074505806, 0.05000000074505806, 0.05000000074505806
[Line 28350] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Emotes.Whetstone | Size: 0.6169999837875366, 0.6169999837875366, 0.6169999837875366
[Line 28351] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Emotes.Book | Size: 1.6356077194213867, 0.1811642348766327, 1.0405482053756714
[Line 28352] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Structures.Stone.Base | Size: 70, 10, 70
[Line 28353] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Structures.Stone.BoundingBox | Size: 70, 10, 70
[Line 28354] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Structures.Stone.SNAP | Size: 1, 1, 1
[Line 28355] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Structures.Stone.SNAP | Size: 1, 1, 1
[Line 28356] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Structures.Stone.SNAP | Size: 1, 1, 1
[Line 28357] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Structures.Ground.BoundingBox | Size: 70, 10, 70
[Line 28358] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Structures.Ground.SNAP | Size: 1, 1, 1
[Line 28359] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Structures.Ground.SNAP | Size: 1, 1, 1
[Line 28360] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Structures.Surface.Base | Size: 70, 9, 70
[Line 28361] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Structures.Deck.SNAP | Size: 1, 1, 1
[Line 28362] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Structures.Deck.SNAP | Size: 1, 1, 1
[Line 28363] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Structures.Deck.BaseX | Size: 11, 2, 2
[Line 28364] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Structures.Deck.BaseX | Size: 11, 2, 2
[Line 28365] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Structures.Deck.BaseX | Size: 11, 2, 2
[Line 28366] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Structures.Deck.Part | Size: 64, 2, 0.5
[Line 28367] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Structures.Deck.BaseX | Size: 11, 2, 2
[Line 28368] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Structures.Deck.BaseX | Size: 11, 2, 2
[Line 28369] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Structures.Cross Deck.SNAP | Size: 1, 1, 1
[Line 28370] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Structures.Cross Deck.SNAP | Size: 1, 1, 1
[Line 28371] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Structures.Cross Deck.BaseX | Size: 11, 2, 2
[Line 28372] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Structures.Cross Deck.BaseX | Size: 11, 2, 2
[Line 28373] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Structures.Cross Deck.Part | Size: 64, 2, 0.5
[Line 28374] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Structures.Cross Deck.Part | Size: 64, 2, 0.5
[Line 28375] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Structures.Cross Deck.BaseX | Size: 11, 2, 2
[Line 28376] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Structures.Cross Deck.Top | Size: 30, 1, 20
[Line 28377] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Structures.Cross Deck.SNAP | Size: 1, 1, 1
[Line 28378] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Structures.Cross Deck.SNAP | Size: 1, 1, 1
[Line 28379] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Structures.Cross Deck.SNAP | Size: 1, 1, 1
[Line 28380] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Structures.T Deck.SNAP | Size: 1, 1, 1
[Line 28381] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Structures.T Deck.BaseX | Size: 11, 2, 2
[Line 28382] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Structures.T Deck.Part | Size: 18, 2, 0.5
[Line 28383] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Structures.T Deck.BaseX | Size: 11, 2, 2
[Line 28384] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Structures.T Deck.BaseX | Size: 11, 2, 2
[Line 28385] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Structures.T Deck.BaseX | Size: 11, 2, 2
[Line 28386] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Structures.T Deck.BaseX | Size: 11, 2, 2
[Line 28387] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Structures.T Deck.Part | Size: 18, 2, 0.5
[Line 28388] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Structures.T Deck.Part | Size: 64, 2, 0.5
[Line 28389] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Structures.T Deck.BaseX | Size: 11, 2, 2
[Line 28390] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Structures.T Deck.Top | Size: 30, 1, 19.999998092651367
[Line 28391] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Structures.T Deck.SNAP | Size: 1, 1, 1
[Line 28392] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Structures.T Deck.SNAP | Size: 1, 1, 1
[Line 28393] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Structures.Corner Deck.SNAP | Size: 1, 1, 1
[Line 28394] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Structures.Corner Deck.SNAP | Size: 1, 1, 1
[Line 28395] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Structures.Corner Deck.BaseX | Size: 11, 2, 2
[Line 28396] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Structures.Corner Deck.Part | Size: 18, 2, 0.5
[Line 28397] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Structures.Corner Deck.Top | Size: 50, 1, 30
[Line 28398] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Structures.Corner Deck.BaseX | Size: 11, 2, 2
[Line 28399] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Structures.Corner Deck.BaseX | Size: 11, 2, 2
[Line 28400] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Structures.Corner Deck.Part | Size: 18, 2, 0.5
[Line 28401] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Structures.Corner Deck.BaseX | Size: 11, 2, 2
[Line 28402] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Structures.Corner Deck.SNAP | Size: 1, 1, 1
[Line 28403] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Structures.Corner Deck.SNAP | Size: 1, 1, 1
[Line 28404] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Structures.Path Deck.SNAP | Size: 1, 1, 1
[Line 28405] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Structures.Path Deck.BaseX | Size: 11, 2, 2
[Line 28406] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Structures.Path Deck.BaseX | Size: 11, 2, 2
[Line 28407] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Structures.Path Deck.BaseX | Size: 11, 2, 2
[Line 28408] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Structures.Path Deck.SNAP | Size: 1, 1, 1
[Line 28409] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Structures.Path Deck.Part | Size: 64, 2, 0.5
[Line 28410] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Structures.Path Deck.Part | Size: 64, 2, 0.5
[Line 28411] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Structures.Path Deck.BaseX | Size: 11, 2, 2
[Line 28412] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Structures.Thin Surface.SNAP | Size: 1, 1, 1
[Line 28413] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Structures.Thin Surface.SNAP | Size: 1, 1, 1
[Line 28414] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Structures.Thin Ground.BoundingBox | Size: 35, 10, 70
[Line 28415] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Structures.Thin Ground.SNAP | Size: 1, 1, 1
[Line 28416] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Structures.Thin Ground.SNAP | Size: 1, 1, 1
[Line 28417] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Structures.Thin Ground.SNAP | Size: 1, 1, 1
[Line 28418] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Structures.Thin Ground.SNAP | Size: 1, 1, 1
[Line 28419] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Structures.Thin Ground.Base | Size: 35, 10, 70
[Line 28420] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Structures.Thin Ground.SNAP | Size: 1, 1, 1
[Line 28421] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Structures.Thin Stone.SNAP | Size: 1, 1, 1
[Line 28422] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Structures.Thin Stone.SNAP | Size: 1, 1, 1
[Line 28423] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Structures.Thin Stone.SNAP | Size: 1, 1, 1
[Line 28424] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Structures.Thin Stone.SNAP | Size: 1, 1, 1
[Line 28428] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Structures.Tier 7 Gate.Part | Size: 6.491695880889893, 3, 2.9002184867858887
[Line 28429] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Structures.Tier 7 Gate.Part | Size: 6.501171112060547, 3, 2.9002184867858887
[Line 28430] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Structures.Tier 7 Gate.ClosedPart | Size: 1.7000000476837158, 1, 1.2015528678894043
[Line 28431] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Structures.Tier 7 Gate.Part | Size: 2.599849224090576, 1.0970250368118286, 1.917820930480957
[Line 28432] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Structures.Tier 7 Gate.Part | Size: 2.5992677211761475, 1.0967285633087158, 2.5214102268218994
[Line 28433] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Structures.Tier 7 Gate.Part | Size: 2.599670171737671, 1.0967285633087158, 2.5214102268218994
[Line 28434] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Structures.Tier 7 Gate.Part | Size: 2.5995869636535645, 1.0967285633087158, 2.0734288692474365
[Line 28435] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Structures.Tier 7 Gate.Part | Size: 2, 1.6999999284744263, 1.7004024982452393
[Line 28436] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Structures.Tier 7 Gate.Part | Size: 8.999980926513672, 3.0022428035736084, 10.499755859375
[Line 28437] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Structures.Tier 7 Gate.Part | Size: 9.999980926513672, 4, 0.999755859375
[Line 28438] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Structures.Tier 7 Gate.Part | Size: 8.999942779541016, 3.5, 3.000248670578003
[Line 28439] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Structures.Tier 7 Gate.Part | Size: 8.999980926513672, 3, 10.499755859375
[Line 28440] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Structures.Tier 7 Gate.Part | Size: 4.499768257141113, 5.5, 2.999868631362915
[Line 28441] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Structures.Tier 7 Gate.Part | Size: 4.499768257141113, 5.5, 2.999868631362915
[Line 28442] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Structures.Tier 7 Gate.Part | Size: 4.499768257141113, 5.5, 2.999868631362915
[Line 28443] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Structures.Tier 7 Gate.Part | Size: 9.599909782409668, 3.599189281463623, 0.999755859375
[Line 28444] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Structures.Tier 7 Gate.Part | Size: 5.896805286407471, 3.4000000953674316, 0.999755859375
[Line 28445] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Structures.Tier 7 Gate.Part | Size: 9.199928283691406, 3.599189281463623, 0.999755859375
[Line 28446] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Structures.Tier 7 Gate.Part | Size: 8.999942779541016, 3.5, 3.000178813934326
[Line 28447] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Structures.Tier 7 Gate.Part | Size: 5.996440887451172, 4, 0.999755859375
[Line 28448] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Structures.Tier 7 Gate.Part | Size: 9, 5.498000144958496, 8.00100040435791
[Line 28449] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Structures.Tier 7 Gate.Part | Size: 5.999000072479248, 5.494999885559082, 8.00100040435791
[Line 28450] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Structures.Tier 7 Gate.Part | Size: 5.996457099914551, 3, 13.999755859375
[Line 28451] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Structures.Tier 7 Gate.Part | Size: 8.498598098754883, 2.399630069732666, 0.999755859375
[Line 28452] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Structures.Tier 7 Gate.Part | Size: 8.49876594543457, 2, 2.999755859375
[Line 28453] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Structures.Tier 7 Gate.Part | Size: 4.50017786026001, 3.5, 2.499934673309326
[Line 28454] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Structures.Tier 7 Gate.Part | Size: 4.5, 3, 10.499755859375
[Line 28455] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Structures.Tier 7 Gate.Part | Size: 4.799918174743652, 3.599189281463623, 0.999755859375
[Line 28456] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Structures.Tier 7 Gate.Part | Size: 5, 4, 0.999755859375
[Line 28457] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Structures.Tier 7 Gate.Part | Size: 5.896805286407471, 3.4000000953674316, 0.999755859375
[Line 28458] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Structures.Tier 7 Gate.Part | Size: 3.499969482421875, 4, 1.9998743534088135
[Line 28459] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Structures.Tier 7 Gate.Part | Size: 3.499969482421875, 4, 1.9998743534088135
[Line 28460] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Structures.Tier 7 Gate.Part | Size: 9.199999809265137, 3.599189281463623, 0.999755859375
[Line 28461] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Structures.Tier 7 Gate.Part | Size: 3.499969482421875, 4, 1.9998743534088135
[Line 28462] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Structures.Tier 7 Gate.Part | Size: 5.996457099914551, 3, 13.999755859375
[Line 28463] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Structures.Tier 7 Gate.Part | Size: 5.996440887451172, 4, 0.999755859375
[Line 28464] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Structures.Tier 7 Gate.Part | Size: 2, 1.6999999284744263, 1.8027091026306152
[Line 28465] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Structures.Tier 7 Gate.Part | Size: 5, 4, 0.999755859375
[Line 28466] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Structures.Tier 7 Gate.Part | Size: 2, 1.6999999284744263, 1.7004024982452393
[Line 28467] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Structures.Tier 7 Gate.Part | Size: 4.5, 3, 10.499755859375
[Line 28468] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Structures.Tier 7 Gate.Part | Size: 4.799918174743652, 3.599189281463623, 0.999755859375
[Line 28469] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Structures.Tier 7 Gate.Part | Size: 5.999000072479248, 5.5, 8.00100040435791
[Line 28470] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Structures.Tier 7 Gate.Part | Size: 8.501272201538086, 2.399630069732666, 0.999755859375
[Line 28471] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Structures.Tier 7 Gate.Part | Size: 4.50017786026001, 3.5, 2.499934673309326
[Line 28472] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Structures.Tier 7 Gate.Part | Size: 3.499969482421875, 4, 1.9998743534088135
[Line 28473] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Structures.Tier 7 Gate.Part | Size: 2.5988070964813232, 1.0967285633087158, 2.0734288692474365
[Line 28474] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Structures.Tier 7 Gate.Part | Size: 2.598996162414551, 1.0967285633087158, 1.435725212097168
[Line 28475] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Structures.Tier 7 Gate.Part | Size: 4.499768257141113, 5.5, 2.999868631362915
[Line 28476] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Structures.Tier 7 Gate.Close5 | Size: 14.8935546875, 30.826751708984375, 1.88134765625
[Line 28477] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Structures.Tier 7 Gate.Open3 | Size: 24.306884765625, 13.8521728515625, 2.08349609375
[Line 28478] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Structures.Tier 7 Gate.Base | Size: 11.001999855041504, 30, 28.336000442504883
[Line 28479] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Structures.Tier 7 Gate.Part | Size: 8.99146842956543, 28.731142044067383, 0.999755859375
[Line 28480] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Structures.Tier 7 Gate.Part | Size: 4.402556896209717, 2.3914475440979004, 4.088797569274902
[Line 28481] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Structures.Tier 7 Gate.Close3 | Size: 24.306884765625, 13.8521728515625, 2.08349609375
[Line 28482] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Structures.Tier 7 Gate.Part | Size: 17.497760772705078, 25.39996337890625, 22.534547805786133
[Line 28483] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Structures.Tier 7 Gate.Open6 | Size: 14.893798828125, 30.82684326171875, 1.880859375
[Line 28484] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Structures.Tier 7 Gate.Part | Size: 16.509946823120117, 25.39996337890625, 23.005897521972656
[Line 28485] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Structures.Tier 7 Gate.Part | Size: 9.008932113647461, 28.737565994262695, 0.999755859375
[Line 28486] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Structures.Tier 7 Gate.Part | Size: 24.516752243041992, 4.007171630859375, 2.7066831588745117
[Line 28487] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Structures.Tier 7 Gate.Open2 | Size: 28.743288040161133, 12.809633255004883, 1.0414234399795532
[Line 28488] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Structures.Tier 7 Gate.Part | Size: 66.49993896484375, 1.5, 4.435652256011963
[Line 28489] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Structures.Tier 7 Gate.ClosedPart | Size: 18, 2, 0.5
[Line 28490] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Structures.Tier 7 Gate.DefenseWallExtend | Size: 70.02337646484375, 1, 32.58295440673828
[Line 28491] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Structures.Tier 7 Gate.SNAP | Size: 1, 1, 1
[Line 28492] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Structures.Tier 7 Gate.BoundingBox | Size: 23.25, 99.75, 70
[Line 28493] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Structures.Tier 7 Gate.Part | Size: 0.9868026971817017, 12.83761215209961, 4.399257183074951
[Line 28494] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Structures.Tier 7 Gate.Base | Size: 3.606029510498047, 0.10000000149011612, 4.5
[Line 28495] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Structures.Tier 7 Gate.Base | Size: 2.999584197998047, 0.10000000149011612, 4.5
[Line 28496] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Structures.Tier 7 Gate.Base | Size: 2.999584197998047, 0.10000000149011612, 4.5
[Line 28497] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Structures.Tier 7 Gate.Part | Size: 69.99959564208984, 25.533117294311523, 1.499755859375
[Line 28498] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Structures.Tier 7 Gate.Part | Size: 26.000205993652344, 2, 2.999755859375
[Line 28499] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Structures.Tier 7 Gate.Part | Size: 5.414138317108154, 5.983900547027588, 5.735900402069092
[Line 28500] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Structures.Tier 7 Gate.Part | Size: 5.7898783683776855, 1.0448936223983765, 6.133969783782959
[Line 28501] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Structures.Tier 7 Gate.Part | Size: 4.4792399406433105, 2.3204410076141357, 4.745440483093262
[Line 28502] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Structures.Tier 7 Gate.Part | Size: 2.942199945449829, 16.25029182434082, 2.942199945449829
[Line 28503] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Structures.Tier 7 Gate.Part | Size: 2.942199945449829, 16.30083465576172, 2.942199945449829
[Line 28504] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Structures.Tier 7 Gate.Part | Size: 4.4792399406433105, 2.3204410076141357, 4.745440483093262
