[Line 385] [Output:5553]: [PART] Workspace.Map.IslandCloud.Fragmentable.Tallgrass.TallGrass | Size: 42, 3, 88
[Line 77631] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Ravenna.RavennaCastello.Model.Window.Part | Size: 2, 11.999999046325684, 1
[Line 77632] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Ravenna.RavennaCastello.Model.Window.Part | Size: 1.2000000476837158, 0.5, 4
[Line 77633] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Ravenna.RavennaCastello.Model.Window.Part | Size: 2, 1, 6
[Line 77634] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Ravenna.RavennaCastello.Model.Window.Part | Size: 2, 12, 1
[Line 77635] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Ravenna.RavennaCastello.Model.Window.Part | Size: 2, 1, 6
[Line 77636] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Ravenna.RavennaCastello.Model.Window.Part | Size: 2, 11.999999046325684, 1
[Line 77637] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Ravenna.RavennaCastello.Model.Window.Part | Size: 2, 11.999999046325684, 1
[Line 77638] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Ravenna.RavennaCastello.Model.Window.Part | Size: 2, 11.999999046325684, 1
[Line 77639] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Ravenna.RavennaCastello.Model.Window.Part | Size: 2, 1, 6
[Line 77640] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Ravenna.RavennaCastello.Model.Window.Part | Size: 2, 12, 1
[Line 77641] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Ravenna.RavennaCastello.Model.Window.Part | Size: 2, 1, 6
[Line 77642] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Ravenna.RavennaCastello.Model.Window.Part | Size: 0.5, 11.999999046325684, 4
[Line 77643] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Ravenna.RavennaCastello.Model.Window.Part | Size: 2, 11.999999046325684, 1
[Line 77644] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Ravenna.RavennaCastello.Model.Window.Part | Size: 2, 1, 6
[Line 77645] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Ravenna.RavennaCastello.Model.Part | Size: 4, 14, 37
[Line 77646] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Ravenna.RavennaCastello.Model.Part | Size: 4, 7, 194
[Line 77647] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Ravenna.RavennaCastello.WoodPile.Fragmentable | Size: 25, 1, 6
[Line 77648] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Ravenna.RavennaCastello.WoodPile.Fragmentable | Size: 0.4000000059604645, 7.151301860809326, 0.4000000059604645
[Line 77649] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Ravenna.RavennaCastello.WoodPile.Fragmentable | Size: 0.4000000059604645, 1.2088745832443237, 0.4000000059604645
[Line 77650] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Ravenna.RavennaCastello.WoodPile.Fragmentable | Size: 25, 1, 2
[Line 77651] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Ravenna.RavennaCastello.WoodPile.Fragmentable | Size: 25, 1, 10
[Line 77652] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Ravenna.RavennaCastello.WoodPile.Fragmentable | Size: 0.4000000059604645, 1.2088745832443237, 0.4000000059604645
[Line 77653] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Ravenna.RavennaCastello.SmallBanner.Part | Size: 10, 16, 0.20000000298023224
[Line 77654] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Ravenna.RavennaCastello.CrateGroup.Crate | Size: 3.799999952316284, 3.799999952316284, 3.799999952316284
[Line 77655] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Ravenna.RavennaCastello.CrateGroup.Crate | Size: 3.799999952316284, 3.799999952316284, 3.799999952316284
[Line 77656] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Ravenna.RavennaCastello.CrateGroup.Crate | Size: 3.799999952316284, 3.799999952316284, 3.799999952316284
[Line 77657] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Ravenna.RavennaCastello.GiantChandelier.Part | Size: 3.4000000953674316, 4.698999881744385, 3.4000000953674316
[Line 77658] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Ravenna.RavennaCastello.GiantChandelier.Part | Size: 3.4000000953674316, 4.698999881744385, 3.4000000953674316
[Line 77659] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Ravenna.RavennaCastello.GiantChandelier.Part | Size: 3.4000000953674316, 4.698999881744385, 3.4000000953674316
[Line 77660] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Ravenna.RavennaCastello.GiantChandelier.Part | Size: 2.4000000953674316, 7, 2.4000000953674316
[Line 77661] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Ravenna.RavennaCastello.GiantChandelier.Part | Size: 3.4000000953674316, 4.698999881744385, 3.4000000953674316
[Line 77662] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Ravenna.RavennaCastello.GiantChandelier.Part | Size: 2.4000000953674316, 7, 2.4000000953674316
[Line 77663] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Ravenna.RavennaCastello.GiantChandelier.Part | Size: 2.4000000953674316, 7, 2.4000000953674316
[Line 77664] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Ravenna.RavennaCastello.GiantChandelier.Part | Size: 2.4000000953674316, 7, 2.4000000953674316
[Line 77665] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Ravenna.RavennaCastello.GiantChandelier.Part | Size: 2.4000000953674316, 7, 2.4000000953674316
[Line 77666] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Ravenna.RavennaCastello.GiantChandelier.Part | Size: 2.399808883666992, 18.160114288330078, 2.399808883666992
[Line 77667] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Ravenna.RavennaCastello.GiantChandelier.Part | Size: 14.399808883666992, 12.160114288330078, 14.399808883666992
[Line 77668] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Ravenna.RavennaCastello.GiantChandelier.Part | Size: 2.4000000953674316, 7, 2.4000000953674316
[Line 77669] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Ravenna.RavennaCastello.GiantChandelier.Part | Size: 2.4000000953674316, 7, 2.4000000953674316
[Line 77670] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Ravenna.RavennaCastello.GiantChandelier.Part | Size: 3.4000000953674316, 4.698999881744385, 3.4000000953674316
[Line 77671] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Ravenna.RavennaCastello.GiantChandelier.Part | Size: 2.4000000953674316, 7, 2.4000000953674316
[Line 77672] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Ravenna.RavennaCastello.GiantChandelier.Part | Size: 2.4000000953674316, 7, 2.4000000953674316
[Line 77673] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Ravenna.RavennaCastello.GiantChandelier.Part | Size: 2.4000000953674316, 7, 2.4000000953674316
[Line 77674] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Ravenna.RavennaCastello.GiantChandelier.Part | Size: 3.4000000953674316, 4.698999881744385, 3.4000000953674316
[Line 77675] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Ravenna.RavennaCastello.GiantChandelier.Part | Size: 2.4000000953674316, 7, 2.4000000953674316
[Line 77676] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Ravenna.RavennaCastello.GiantChandelier.Part | Size: 2.4000000953674316, 7, 2.4000000953674316
[Line 77677] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Ravenna.RavennaCastello.GiantChandelier.Part | Size: 2.4000000953674316, 7, 2.4000000953674316
[Line 77678] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Ravenna.RavennaCastello.GiantChandelier.Part | Size: 4.399808883666992, 22.160114288330078, 4.399808883666992
[Line 77679] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Ravenna.RavennaCastello.GiantChandelier.Part | Size: 2.4000000953674316, 7, 2.4000000953674316
[Line 77680] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Ravenna.RavennaCastello.Doorway.Part | Size: 4.5, 13, 1
[Line 77681] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Ravenna.RavennaCastello.WoodPile.Fragmentable | Size: 0.4000000059604645, 7.151301860809326, 0.4000000059604645
[Line 77682] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Ravenna.RavennaCastello.WoodPile.Fragmentable | Size: 0.4000000059604645, 1.2088745832443237, 0.4000000059604645
[Line 77683] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Ravenna.RavennaCastello.WoodPile.Fragmentable | Size: 0.4000000059604645, 2, 0.4000000059604645
[Line 77684] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Ravenna.RavennaCastello.WoodPile.Fragmentable | Size: 0.4000000059604645, 1.2088745832443237, 0.4000000059604645
[Line 77685] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Ravenna.RavennaCastello.WoodPile.Fragmentable | Size: 25, 1, 6
[Line 77686] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Ravenna.RavennaCastello.WoodPile.Fragmentable | Size: 25, 1, 14
[Line 77687] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Ravenna.RavennaCastello.AcaciaTree.Trunk | Size: 13.036556243896484, 27.61204719543457, 10.00780200958252
[Line 77688] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Ravenna.RavennaCastello.Model.Window.Part | Size: 2, 11.999999046325684, 1
[Line 77689] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Ravenna.RavennaCastello.Model.Window.Part | Size: 1.2000000476837158, 0.5, 4
[Line 77690] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Ravenna.RavennaCastello.Model.Window.Part | Size: 2, 1, 6
[Line 77691] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Ravenna.RavennaCastello.Model.Window.Part | Size: 2, 12, 1
[Line 77692] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Ravenna.RavennaCastello.Model.Window.Part | Size: 0.5, 11.999999046325684, 4
[Line 77693] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Ravenna.RavennaCastello.Model.Window.Part | Size: 2, 1, 6
[Line 77694] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Ravenna.RavennaCastello.Model.Window.Part | Size: 2, 12, 1
[Line 77695] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Ravenna.RavennaCastello.Model.Window.Part | Size: 0.5, 11.999999046325684, 4
[Line 77696] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Ravenna.RavennaCastello.Model.Battlement.Part | Size: 165, 7, 3
[Line 77697] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Ravenna.RavennaCastello.Model.Battlement.Part | Size: 10, 3, 3
[Line 77698] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Ravenna.RavennaCastello.Model.Window.Part | Size: 2, 1, 6
[Line 77699] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Ravenna.RavennaCastello.Model.Battlements.Part | Size: 10, 3, 3
[Line 77700] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Ravenna.RavennaCastello.Model.Battlements.Part | Size: 10, 3, 3
[Line 77701] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Ravenna.RavennaCastello.Model.Battlements.Part | Size: 10, 3, 3
[Line 77702] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Ravenna.RavennaCastello.Model.Battlements.Part | Size: 10, 3, 3
[Line 77703] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Ravenna.RavennaCastello.Model.Battlements.Part | Size: 10, 3, 3
[Line 77704] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Ravenna.RavennaCastello.Model.Battlements.Part | Size: 10, 3, 3
[Line 77705] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Ravenna.RavennaCastello.Model.Battlements.Part | Size: 10, 3, 3
[Line 77706] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Ravenna.RavennaCastello.Model.Window.Part | Size: 2, 1, 6
[Line 77707] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Ravenna.RavennaCastello.Model.Window.Part | Size: 1.2000000476837158, 0.5, 4
[Line 77708] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Ravenna.RavennaCastello.Model.Model.Part | Size: 10, 3, 3
[Line 77709] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Ravenna.RavennaCastello.Model.Model.Part | Size: 10, 3, 3
[Line 77710] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Ravenna.RavennaCastello.Model.Model.Part | Size: 85.99999237060547, 7, 3
[Line 77711] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Ravenna.RavennaCastello.Model.Model.Part | Size: 10, 3, 3
[Line 77712] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Ravenna.RavennaCastello.Model.Model.Part | Size: 10, 3, 3
[Line 77713] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Ravenna.RavennaCastello.Model.Model.Part | Size: 10, 3, 3
[Line 77714] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Ravenna.RavennaCastello.Model.Model.Part | Size: 201, 7, 3
[Line 77715] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Ravenna.RavennaCastello.Model.Model.Part | Size: 10, 3, 3
[Line 77716] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Ravenna.RavennaCastello.Model.Model.Part | Size: 10, 3, 3
[Line 77717] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Ravenna.RavennaCastello.Model.Model.Part | Size: 10, 3, 3
[Line 77718] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Ravenna.RavennaCastello.Model.TowerPeak.Part | Size: 35, 26, 35
[Line 77719] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Ravenna.RavennaCastello.Model.BannerFlag.Part | Size: 25.263158798217773, 15.157894134521484, 0.25263160467147827
[Line 77720] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Ravenna.RavennaCastello.Model.Tower.Fire.Part | Size: 4.6875, 0.9375, 0.9375
[Line 77721] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Ravenna.RavennaCastello.Model.Tower.Fire.Part | Size: 7.5, 1.875, 1.875
[Line 77722] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Ravenna.RavennaCastello.Model.Tower.Part | Size: 5, 3, 3
[Line 77723] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Ravenna.RavennaCastello.Model.Tower.Part | Size: 3, 217, 3
[Line 77724] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Ravenna.RavennaCastello.Model.Tower.Part | Size: 42, 7, 3
[Line 77725] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Ravenna.RavennaCastello.Model.Tower.Part | Size: 5, 3, 3
[Line 77726] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Ravenna.RavennaCastello.Model.Tower.Part | Size: 42, 7, 3
[Line 77727] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Ravenna.RavennaCastello.Model.Tower.Part | Size: 6, 3, 2
[Line 77728] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Ravenna.RavennaCastello.Model.Tower.Part | Size: 8, 3, 3
[Line 77729] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Ravenna.RavennaCastello.Model.Tower.Part | Size: 3, 217, 3
[Line 77730] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Ravenna.RavennaCastello.Model.Tower.Part | Size: 8, 3, 3
[Line 77731] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Ravenna.RavennaCastello.Model.SmallBanner.Part | Size: 17.999971389770508, 1.499997615814209, 1.499997615814209
[Line 77732] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Ravenna.RavennaCastello.Model.Window.Part | Size: 2, 12, 1
[Line 77733] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Ravenna.RavennaCastello.Model.Window.Part | Size: 2, 1, 6
[Line 77734] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Ravenna.RavennaCastello.Model.Window.Part | Size: 2, 11.999999046325684, 1
[Line 77735] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Ravenna.RavennaCastello.Model.Window.Part | Size: 2, 1, 6
[Line 77736] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Ravenna.RavennaCastello.Model.Window.Part | Size: 2, 1, 6
[Line 77737] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Ravenna.RavennaCastello.Model.Window.Part | Size: 2, 12, 1
[Line 77738] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Ravenna.RavennaCastello.Model.Window.Part | Size: 2, 11.999999046325684, 1
[Line 77739] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Ravenna.RavennaCastello.Model.Window.Part | Size: 0.5, 11.999999046325684, 4
[Line 77740] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Ravenna.RavennaCastello.Model.Window.Part | Size: 2, 12, 1
[Line 77741] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Ravenna.RavennaCastello.Model.Part | Size: 2.9999923706054688, 6, 0.25
[Line 77742] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Ravenna.RavennaCastello.Model.Part | Size: 10, 3, 3
[Line 77743] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Ravenna.RavennaCastello.Model.Part | Size: 10, 3, 3
[Line 77744] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Ravenna.RavennaCastello.Model.Part | Size: 4, 26, 4
[Line 77745] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Ravenna.RavennaCastello.Model.Part | Size: 2, 39, 2
[Line 77746] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Ravenna.RavennaCastello.Model.Part | Size: 4, 14, 6
[Line 77747] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Ravenna.RavennaCastello.Model.Part | Size: 4, 19, 72
[Line 77748] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Ravenna.RavennaCastello.Model.Part | Size: 4, 14, 36
[Line 77749] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Ravenna.RavennaCastello.Model.Part | Size: 4, 14, 12
[Line 77750] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Ravenna.RavennaCastello.Model.Part | Size: 4, 14, 12
[Line 77751] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Ravenna.RavennaCastello.Model.Part | Size: 31, 3, 1
[Line 77752] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Ravenna.RavennaCastello.Model.Part | Size: 214, 26, 70
[Line 77753] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Ravenna.RavennaCastello.Model.Part | Size: 4, 14, 16
[Line 77754] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Ravenna.RavennaCastello.Model.Part | Size: 4, 40, 38
[Line 77755] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Ravenna.RavennaCastello.Model.Part | Size: 2, 39, 2
[Line 77756] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Ravenna.RavennaCastello.Model.Part | Size: 197, 6, 1
[Line 77757] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Ravenna.RavennaCastello.Model.Part | Size: 2.9999923706054688, 6, 0.25
[Line 77758] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Ravenna.RavennaCastello.Model.Part | Size: 3.9999923706054688, 11, 0.25
[Line 77759] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Ravenna.RavennaCastello.Model.Part | Size: 5, 207, 149.99981689453125
[Line 77760] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Ravenna.RavennaCastello.Model.Part | Size: 4.5, 13, 1
[Line 77761] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Ravenna.RavennaCastello.Model.Part | Size: 4.099999904632568, 6, 9
[Line 77762] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Ravenna.RavennaCastello.Model.Part | Size: 2, 39, 2
[Line 77763] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Ravenna.RavennaCastello.Model.Part | Size: 4, 19, 197
[Line 77764] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Ravenna.RavennaCastello.Model.FakeDoor | Size: 13, 0.5, 7
[Line 77765] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Ravenna.RavennaCastello.Model.Part | Size: 4, 7, 197
[Line 77766] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Ravenna.RavennaCastello.Model.Part | Size: 26, 0.19999998807907104, 201
[Line 77767] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Ravenna.RavennaCastello.Model.Part | Size: 4, 14, 16
[Line 77768] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Ravenna.RavennaCastello.Model.Part | Size: 4, 40, 122
[Line 77769] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Ravenna.RavennaCastello.Model.Part | Size: 2, 39, 2
[Line 77770] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Ravenna.RavennaCastello.Model.Part | Size: 29, 207, 27.0001220703125
[Line 77771] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Ravenna.RavennaCastello.Model.Part | Size: 3.9999923706054688, 11, 0.25
[Line 77772] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Ravenna.RavennaCastello.Model.Part | Size: 4, 14, 16
[Line 77773] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Ravenna.RavennaCastello.Model.Part | Size: 4, 26, 4
[Line 77774] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Ravenna.RavennaCastello.Model.Part | Size: 2.9999923706054688, 6, 0.25
[Line 77775] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Ravenna.RavennaCastello.Model.Part | Size: 2.9999923706054688, 6, 0.25
[Line 77776] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Ravenna.RavennaCastello.Model.Part | Size: 5, 71.00003051757812, 24
[Line 77777] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Ravenna.RavennaCastello.Model.Part | Size: 10, 3, 3
[Line 77778] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Ravenna.RavennaCastello.Model.Part | Size: 2.9999923706054688, 6, 0.25
[Line 77779] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Ravenna.RavennaCastello.Model.Part | Size: 10, 3, 3
[Line 77780] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Ravenna.RavennaCastello.Model.Part | Size: 4, 40, 4
